"disease","Counts","lower_bound","upper_bound"
"Rubella",6,-0.9893,-0.9856
"COVID-19",9,-0.9883,-0.9868
"JE",11,-0.9874,-0.9829
"COVID-19",13,-0.9868,-0.9852
"Rubella",3,-0.9856,-0.9819
"COVID-19",12,-0.9852,-0.9836
"Typhoid",4,-0.9849,-0.9792
"COVID-19",7,-0.9836,-0.9821
"JE",6,-0.9829,-0.9784
"COVID-19",9,-0.9821,-0.9805
"Rubella",7,-0.9819,-0.9782
"COVID-19",10,-0.9805,-0.979
"Cholera",13,-0.9795,-0.9692
"Typhoid",6,-0.9792,-0.9735
"COVID-19",15,-0.979,-0.9774
"JE",13,-0.9784,-0.9739
"Rubella",4,-0.9782,-0.9745
"COVID-19",9,-0.9774,-0.9759
"COVID-19",14,-0.9759,-0.9743
"Rubella",7,-0.9745,-0.9708
"COVID-19",12,-0.9743,-0.9727
"JE",9,-0.9739,-0.9694
"Typhoid",4,-0.9735,-0.9677
"COVID-19",21,-0.9727,-0.9712
"COVID-19",16,-0.9712,-0.9696
"Rubella",7,-0.9708,-0.9671
"COVID-19",10,-0.9696,-0.9681
"JE",7,-0.9694,-0.9649
"Cholera",19,-0.9692,-0.9588
"COVID-19",12,-0.9681,-0.9665
"Typhoid",1,-0.9677,-0.962
"Rubella",9,-0.9671,-0.9634
"COVID-19",15,-0.9665,-0.9649
"COVID-19",12,-0.9649,-0.9634
"JE",10,-0.9649,-0.9604
"COVID-19",12,-0.9634,-0.9618
"Rubella",9,-0.9634,-0.9597
"Typhoid",4,-0.962,-0.9563
"COVID-19",11,-0.9618,-0.9603
"JE",8,-0.9604,-0.9559
"COVID-19",15,-0.9603,-0.9587
"Rubella",9,-0.9597,-0.9561
"Cholera",14,-0.9588,-0.9484
"COVID-19",9,-0.9587,-0.9571
"COVID-19",11,-0.9571,-0.9556
"Typhoid",4,-0.9563,-0.9506
"Rubella",8,-0.9561,-0.9524
"JE",10,-0.9559,-0.9514
"COVID-19",10,-0.9556,-0.954
"COVID-19",16,-0.954,-0.9525
"COVID-19",7,-0.9525,-0.9509
"Rubella",11,-0.9524,-0.9487
"JE",12,-0.9514,-0.9469
"COVID-19",10,-0.9509,-0.9493
"Typhoid",5,-0.9506,-0.9449
"COVID-19",15,-0.9493,-0.9478
"Rubella",9,-0.9487,-0.945
"Cholera",12,-0.9484,-0.938
"COVID-19",17,-0.9478,-0.9462
"JE",17,-0.9469,-0.9424
"COVID-19",10,-0.9462,-0.9447
"Rubella",10,-0.945,-0.9413
"Typhoid",7,-0.9449,-0.9391
