"disease","subregion","activity_type","mean_value","lower_95","upper_95","median_value"
"Measles","Northern Africa and Western Asia","routine",598.394531,377.661509,815.774906,594.395791
"Measles","Eastern Africa","campaign",132.729057,92.576607,174.711284,130.841603
"Measles","Eastern Africa","routine",922.158738,671.97204,1204.536834,918.097245
"Measles","Western Africa","campaign",151.933451,104.797474,190.73428,153.469622
"Measles","Western Africa","routine",1521.135734,1084.423989,2005.420132,1521.661216
"Measles","Southern Africa","campaign",16.823174,2.424977,31.314855,16.819102
"Measles","Southern Africa","routine",404.771655,162.311158,755.59621,452.445986
"Measles","Central and Southern Asia","campaign",61.678029,41.702033,84.085146,60.669415
"Measles","Central and Southern Asia","routine",775.01237,553.958325,1076.959108,756.382363
"Measles","Eastern and South-Eastern Asia","campaign",19.170421,11.336535,28.986588,18.863479
"Measles","Eastern and South-Eastern Asia","routine",391.584992,201.906745,644.554709,349.928935
"Measles","Eastern and Southern Europe","campaign",18.294113,3.383911,36.459932,16.855367
"Measles","Eastern and Southern Europe","routine",220.322492,127.348093,331.124154,214.440287
"Measles","Latin America and the Caribbean","campaign",31.50149,15.353431,53.291234,30.056266
"Measles","Latin America and the Caribbean","routine",767.990343,457.749214,1091.992432,761.374159
"Measles","Oceania","campaign",132.057312,84.700604,208.277952,114.23103
"Measles","Oceania","routine",889.753734,438.769953,1500.559022,963.22653
"MenA","Middle Africa","campaign",30.62363,23.252797,39.25386,30.33822
"MenA","Middle Africa","routine",33.363618,19.712092,48.239064,33.002066
"MenA","Northern Africa and Western Asia","campaign",50.63866,34.780686,64.857972,51.382896
"MenA","Northern Africa and Western Asia","routine",18.025299,7.445635,28.775419,18.252821
"MenA","Eastern Africa","campaign",29.395311,21.734878,39.581894,29.197307
"MenA","Eastern Africa","routine",84.610873,45.225631,124.122076,84.744358
"MenA","Western Africa","campaign",43.564082,35.331275,51.64295,43.672273
"MenA","Western Africa","routine",16.338039,10.777386,21.842824,16.426967
"MenACWYX","Middle Africa","campaign",59.029174,35.09707,86.923017,58.221144
"MenACWYX","Middle Africa","routine",42.871529,28.311093,56.55075,42.946394
"MenACWYX","Northern Africa and Western Asia","campaign",66.927301,16.882937,117.252083,66.608131
"MenACWYX","Northern Africa and Western Asia","routine",40.052524,19.95348,61.536795,40.063696
"MenACWYX","Eastern Africa","campaign",62.587734,24.725713,93.992588,62.399932
"MenACWYX","Eastern Africa","routine",44.330511,26.868615,59.259656,45.132751
"MenACWYX","Western Africa","campaign",55.208489,33.574046,81.437828,54.674257
"MenACWYX","Western Africa","routine",33.783498,24.349008,43.098547,33.950447
"PCV","Middle Africa","routine",235.21714,45.545627,520.503316,210.921557
"PCV","Northern Africa and Western Asia","routine",89.30806,30.990337,173.028658,83.828929
"PCV","Eastern Africa","routine",123.837497,54.693084,226.78678,117.754624
"PCV","Western Africa","routine",161.433414,42.976354,370.520607,141.125498
"PCV","Southern Africa","routine",51.037734,3.35044,132.60236,48.574885
"PCV","Central and Southern Asia","routine",81.477612,-45.157761,262.632757,68.141301
"PCV","Eastern and South-Eastern Asia","routine",54.437752,-36.864093,193.515418,39.307325
"PCV","Eastern and Southern Europe","routine",11.854545,-22.650037,46.011932,10.411894
"PCV","Latin America and the Caribbean","routine",59.264987,29.635276,97.908009,56.456795
"PCV","Oceania","routine",82.179722,-67.237114,289.081807,68.87995
"Rota","Middle Africa","routine",126.45175,-58.780559,303.556681,131.403074
"Rota","Northern Africa and Western Asia","routine",46.847246,2.773764,100.89792,44.291178
"Rota","Eastern Africa","routine",53.240032,16.996577,96.640202,51.265961
"Rota","Western Africa","routine",101.254156,-137.656879,248.18263,100.072074
"Rota","Southern Africa","routine",28.654712,-10.162408,58.107309,24.588958
"Rota","Central and Southern Asia","routine",32.31098,-47.437294,136.049881,28.026391
"Rota","Eastern and South-Eastern Asia","routine",19.217834,-27.721861,101.154532,12.512887
"Rota","Eastern and Southern Europe","routine",1.593772,-12.454821,16.16552,1.584533
"Rota","Latin America and the Caribbean","routine",23.761031,12.547429,40.878914,22.830222
"Rota","Oceania","routine",46.515517,-231.975843,306.045979,36.099743
"Rubella","Middle Africa","campaign",3.400695,-15.553197,47.09698,-0.771855
"Rubella","Middle Africa","routine",55.386108,8.064498,132.855526,48.551638
"Rubella","Northern Africa and Western Asia","campaign",4.559019,-3.93984,14.384751,4.418675
"Rubella","Northern Africa and Western Asia","routine",21.333199,8.684857,37.674599,20.751111
"Rubella","Eastern Africa","campaign",12.502694,-5.376606,42.986614,9.895176
"Rubella","Eastern Africa","routine",34.344314,18.920224,62.093041,31.681865
"Rubella","Western Africa","campaign",15.533065,-6.739433,78.786664,8.297153
"Rubella","Western Africa","routine",56.749751,18.978432,114.39103,52.638816
"Rubella","Southern Africa","campaign",-5.422157,-46.814463,29.951986,-4.289441
"Rubella","Southern Africa","routine",25.031037,5.658001,48.065111,24.116763
"Rubella","Central and Southern Asia","campaign",10.7639,-1.499973,36.289844,7.242915
"Rubella","Central and Southern Asia","routine",28.261084,10.813858,58.040661,22.689236
"Rubella","Eastern and South-Eastern Asia","campaign",18.020324,1.854744,45.466718,15.582438
"Rubella","Eastern and South-Eastern Asia","routine",5.728071,2.842987,8.696049,5.740359
"Rubella","Eastern and Southern Europe","campaign",7.00008,-5.432958,30.111664,4.888699
"Rubella","Eastern and Southern Europe","routine",13.84991,3.900833,32.962276,11.508706
"Rubella","Latin America and the Caribbean","campaign",13.510803,3.017581,28.602311,12.747207
"Rubella","Latin America and the Caribbean","routine",6.479374,3.250048,12.114753,6.049773
"Rubella","Oceania","campaign",40.112098,4.867756,111.021075,28.186107
"Rubella","Oceania","routine",13.070804,2.254581,27.257739,12.278197
"Typhoid","Middle Africa","campaign",89.188066,10.035018,405.69884,53.277235
"Typhoid","Middle Africa","routine",155.404904,13.479405,1118.146362,56.235329
"Typhoid","Northern Africa and Western Asia","campaign",18.794367,1.404617,77.032915,12.944676
"Typhoid","Northern Africa and Western Asia","routine",64.826826,-6.691012,404.862282,19.068688
"Typhoid","Eastern Africa","campaign",35.279323,10.695696,116.867519,25.536875
"Typhoid","Eastern Africa","routine",83.685491,9.447952,358.023565,48.706189
"Typhoid","Western Africa","campaign",45.599584,16.462895,116.567379,38.997735
"Typhoid","Western Africa","routine",71.85439,17.784755,242.853493,51.56072
"Typhoid","Southern Africa","campaign",11.111973,0.441017,56.384609,6.696424
"Typhoid","Southern Africa","routine",29.786571,0.944431,164.995609,8.745569
"Typhoid","Central and Southern Asia","campaign",4.802834,1.023168,13.187184,4.013765
"Typhoid","Central and Southern Asia","routine",7.693766,1.08852,36.845384,4.381075
"Typhoid","Eastern and South-Eastern Asia","campaign",5.500386,1.171235,21.201698,3.881103
"Typhoid","Eastern and South-Eastern Asia","routine",16.900665,0.93377,111.803825,6.927442
"Typhoid","Eastern and Southern Europe","campaign",1.235108,0,9.358179,0.310703
"Typhoid","Eastern and Southern Europe","routine",6.169194,0,35.898045,0.289733
"Typhoid","Latin America and the Caribbean","campaign",5.368108,1.195881,17.405815,4.189598
"Typhoid","Latin America and the Caribbean","routine",13.809513,1.90092,61.842119,6.808056
"Typhoid","Oceania","campaign",189.070599,3.175453,885.879558,66.517062
"Typhoid","Oceania","routine",116.140055,0.400567,537.443581,67.801461
"YF","Middle Africa","campaign",13.906146,3.13689,32.347988,12.503657
"YF","Middle Africa","routine",310.176765,24.955815,883.412082,262.830158
"YF","Northern Africa and Western Asia","campaign",48.998159,1.186468,196.803725,25.557245
"YF","Northern Africa and Western Asia","routine",283.800452,3.197092,1271.068807,131.86504
"YF","Eastern Africa","campaign",6.636988,0.643059,18.137371,5.664394
"YF","Eastern Africa","routine",105.429035,22.726577,254.948056,95.010435
"YF","Western Africa","campaign",18.428049,6.789029,44.661638,15.578666
"YF","Western Africa","routine",284.751505,83.069337,730.695833,242.447592
"YF","Latin America and the Caribbean","campaign",32.505373,2.791909,111.317638,21.367366
"YF","Latin America and the Caribbean","routine",110.690539,24.793275,267.010215,99.144548
