"disease","subregion","mean_value","lower_95","upper_95","median_value"
"MenA","Middle Africa",30.873671,23.875937,39.044101,30.713032
"MenA","Northern Africa and Western Asia",45.281506,31.005115,60.429237,45.255409
"MenA","Eastern Africa",32.303912,24.770076,41.685716,32.159087
"MenA","Western Africa",38.832975,32.473398,44.992387,38.860784
"MenACWYX","Middle Africa",58.188887,35.381828,84.557649,57.312628
"MenACWYX","Northern Africa and Western Asia",65.497667,18.797997,112.644131,65.370012
"MenACWYX","Eastern Africa",61.813259,25.735202,92.310387,61.630262
"MenACWYX","Western Africa",53.879806,33.430894,78.583264,53.483008
"Meningitis","Middle Africa",41.687471,32.097968,52.041008,41.698746
"Meningitis","Northern Africa and Western Asia",50.030831,34.114423,64.894774,50.442742
"Meningitis","Eastern Africa",46.360441,33.225488,58.872542,45.817206
"Meningitis","Western Africa",40.630668,32.693102,48.845974,40.578388
"PCV","Middle Africa",237.047763,88.583097,448.088163,226.389986
"PCV","Northern Africa and Western Asia",90.031685,43.536423,154.133696,87.571066
"PCV","Eastern Africa",123.061403,69.134271,191.34268,121.092027
"PCV","Western Africa",159.323772,63.945063,291.909902,148.786459
"PCV","Southern Africa",50.07036,10.933701,97.268315,48.097062
"PCV","Central and Southern Asia",85.045764,-16.946187,203.824939,77.706524
"PCV","Eastern and South-Eastern Asia",53.713977,-12.177035,145.463762,46.898517
"PCV","Eastern and Southern Europe",11.552758,-9.866169,35.70475,10.958525
"PCV","Latin America and the Caribbean",58.981258,38.395249,85.794301,58.051081
"PCV","Oceania",83.693982,-34.602068,210.861629,75.230615
"Rota","Middle Africa",127.32007,-0.430314,235.759195,130.596406
"Rota","Northern Africa and Western Asia",47.241859,17.104882,83.282296,45.467965
"Rota","Eastern Africa",52.823432,27.856371,81.68039,51.914269
"Rota","Western Africa",103.10039,-45.095914,205.9056,111.78598
"Rota","Southern Africa",28.472222,4.105321,51.706153,29.173346
"Rota","Central and Southern Asia",31.691679,-22.293679,91.598332,28.621706
"Rota","Eastern and South-Eastern Asia",18.895258,-18.852256,71.385071,14.393125
"Rota","Eastern and Southern Europe",1.582569,-7.784487,10.709253,1.643521
"Rota","Latin America and the Caribbean",23.811067,14.97466,36.020303,23.455086
"Rota","Oceania",49.099682,-154.135856,223.365374,60.962896
"Rubella","Middle Africa",21.113842,2.01082,51.691243,19.242058
"Rubella","Northern Africa and Western Asia",11.854865,5.917512,18.608224,11.828349
"Rubella","Eastern Africa",21.562722,11.06218,36.216806,21.039113
"Rubella","Western Africa",33.371992,14.287688,67.560048,30.639195
"Rubella","Southern Africa",8.558142,-5.631895,22.977953,8.840984
"Rubella","Central and Southern Asia",18.174408,7.675045,34.374432,17.424869
"Rubella","Eastern and South-Eastern Asia",9.459795,4.750134,15.63725,9.141339
"Rubella","Eastern and Southern Europe",12.096235,4.956909,22.603693,11.099995
"Rubella","Latin America and the Caribbean",11.061405,5.651132,18.16069,10.701671
"Rubella","Oceania",30.22866,12.036315,62.693751,26.193172
"Typhoid","Middle Africa",107.784329,27.499368,541.356603,64.783629
"Typhoid","Northern Africa and Western Asia",27.118957,5.258506,106.458482,19.513954
"Typhoid","Eastern Africa",47.967837,16.664152,153.937664,37.831933
"Typhoid","Western Africa",53.68581,26.006803,107.154875,48.684139
"Typhoid","Southern Africa",14.173077,2.178501,58.855839,8.757835
"Typhoid","Central and Southern Asia",5.563412,2.122828,13.235989,4.847964
"Typhoid","Eastern and South-Eastern Asia",7.446367,2.281528,26.170428,5.636395
"Typhoid","Eastern and Southern Europe",1.727843,0.02168,9.282364,0.610872
"Typhoid","Latin America and the Caribbean",6.493046,2.377241,16.065904,5.436652
"Typhoid","Oceania",170.769046,15.516997,524.826872,132.324144
"YF","Middle Africa",97.540656,18.602932,217.508492,91.989097
"YF","Northern Africa and Western Asia",80.503838,5.890158,216.47758,71.648772
"YF","Eastern Africa",15.68974,6.984258,29.286972,14.631307
"YF","Western Africa",96.328432,42.904559,180.778817,90.65303
"YF","Latin America and the Caribbean",102.333275,39.713507,205.962882,96.486442
